 ,Area,Mean,Min,Max,Circ.,AR,Round,Solidity
1,443,5088.156,3382,6816,0.881,1.104,0.906,0.934
2,290,4619.883,3409,6133,0.891,1.281,0.781,0.932
3,361,4412.784,3383,5794,0.821,1.118,0.894,0.914
4,466,4382.142,3382,5724,0.876,1.136,0.880,0.937
5,306,4510.882,3386,5891,0.887,1.165,0.858,0.930
6,273,4430.194,3389,5749,0.904,1.156,0.865,0.925
7,296,4181.993,3382,5296,0.828,1.193,0.838,0.926
8,273,6064.286,3384,8467,0.894,1.168,0.856,0.933
9,330,4862.188,3392,6202,0.923,1.141,0.877,0.936
10,293,4494.939,3416,6183,0.856,1.064,0.939,0.933
11,343,4498.510,3391,5672,0.905,1.121,0.892,0.927
12,259,3839.039,3385,5058,0.626,1.014,0.987,0.803
13,292,4224.247,3394,5295,0.891,1.144,0.874,0.930
14,287,3942.700,3391,4661,0.629,1.040,0.961,0.879
15,349,4078.968,3382,5266,0.758,1.121,0.892,0.911
16,390,4105.772,3384,5346,0.771,1.131,0.884,0.899
17,340,4505.462,3397,5513,0.867,1.202,0.832,0.934
18,320,4582.556,3393,5983,0.874,1.032,0.969,0.922
19,343,4770.362,3392,6624,0.905,1.133,0.883,0.933
20,298,4334.510,3384,5393,0.808,1.460,0.685,0.918
21,363,4735.433,3382,6502,0.905,1.040,0.961,0.947
22,267,4146.569,3382,5097,0.782,1.216,0.823,0.907
23,376,4569.388,3396,5912,0.907,1.124,0.889,0.938
24,488,8317.219,3391,14583,0.897,1.146,0.872,0.947
25,355,4710.524,3386,6531,0.885,1.312,0.762,0.939
26,433,5075.048,3385,6989,0.879,1.295,0.772,0.941
27,303,4219.046,3385,5172,0.863,1.173,0.853,0.922
28,347,4283.268,3388,5170,0.900,1.122,0.891,0.930
29,352,4830.378,3382,6525,0.892,1.296,0.771,0.939
30,487,4937.337,3396,7033,0.921,1.132,0.884,0.946
31,295,4478.603,3389,5624,0.877,1.137,0.879,0.926
32,294,4273.680,3383,5229,0.913,1.124,0.890,0.935
33,333,4341.670,3385,5602,0.858,1.089,0.918,0.925
34,259,4782.023,3383,7241,0.950,1.130,0.885,0.954
35,278,6641.496,3470,10128,0.896,1.195,0.837,0.922
36,308,4159.500,3391,5360,0.827,1.190,0.840,0.924
37,347,4123.006,3382,5144,0.722,1.155,0.866,0.904
38,356,5069.699,3384,6915,0.902,1.077,0.928,0.937
39,351,4171.923,3392,5436,0.764,1.144,0.874,0.898
40,341,4059.217,3383,5007,0.858,1.186,0.843,0.925
41,221,3910.905,3385,4976,0.620,1.023,0.978,0.820
42,299,4218.722,3383,5222,0.873,1.218,0.821,0.921
43,461,4930.902,3407,6473,0.917,1.153,0.867,0.947
44,494,5063.721,3390,7505,0.777,1.581,0.632,0.897
45,354,4534.545,3383,5780,0.891,1.124,0.889,0.939
46,291,4941.086,3384,6651,0.850,1.318,0.759,0.921
47,356,4549.101,3387,5908,0.896,1.217,0.822,0.933
48,409,4004.787,3386,4944,0.636,1.142,0.876,0.892
49,296,5991.956,3388,8402,0.910,1.093,0.915,0.932
50,275,3825.185,3382,4580,0.728,1.132,0.883,0.874
51,354,4400.220,3383,5908,0.775,1.278,0.783,0.912
52,375,4650.827,3410,6224,0.864,1.208,0.828,0.928
53,356,5204.289,3409,7204,0.887,1.243,0.805,0.934
54,421,5620.444,3390,7321,0.900,1.370,0.730,0.944
55,399,4334.145,3383,5553,0.761,1.219,0.820,0.902
56,454,5155.857,3390,6662,0.933,1.125,0.889,0.959
57,335,5944.448,3420,8046,0.915,1.056,0.947,0.932
58,321,5414.819,3440,7168,0.905,1.080,0.926,0.933
59,403,4587.521,3407,5876,0.920,1.182,0.846,0.956
60,236,5275.610,3427,7973,0.842,1.642,0.609,0.927
61,342,5437.266,3387,6973,0.947,1.072,0.933,0.954
62,325,4273.674,3412,5327,0.878,1.397,0.716,0.938
63,385,5553.431,3387,7513,0.882,1.372,0.729,0.934
64,307,5150.805,3429,6851,0.903,1.144,0.874,0.933
65,288,4314.656,3388,6052,0.786,1.446,0.692,0.913
66,346,4779.578,3390,6582,0.891,1.112,0.899,0.931
67,477,5646.623,3397,8142,0.921,1.204,0.830,0.947
68,357,4865.471,3398,6328,0.926,1.196,0.836,0.944
69,284,4103.465,3386,5358,0.703,1.457,0.686,0.899
70,241,4341.087,3405,5493,0.804,1.867,0.536,0.923
71,436,5415.087,3395,6991,0.924,1.012,0.988,0.949
72,340,4152.735,3386,5067,0.882,1.321,0.757,0.930
73,314,5788.029,3404,7765,0.934,1.232,0.812,0.944
74,334,4203.751,3393,5583,0.840,1.090,0.917,0.901
75,356,4331.225,3384,5529,0.820,1.196,0.836,0.915
76,302,4201.467,3382,5216,0.805,1.197,0.836,0.912
77,425,4068.911,3385,5300,0.762,1.124,0.890,0.910
78,259,6915.737,3388,9837,0.906,1.195,0.837,0.935
79,372,4864.172,3393,6751,0.852,1.125,0.889,0.921
80,421,5523.948,3386,7197,0.881,1.153,0.867,0.931
81,472,5582.752,3402,7628,0.875,1.224,0.817,0.947
82,256,4225.492,3387,5185,0.888,1.069,0.936,0.931
83,204,3880.172,3392,4602,0.629,1.303,0.767,0.850
84,377,4813.005,3395,6653,0.763,1.083,0.923,0.900
85,277,4375.022,3382,5423,0.925,1.314,0.761,0.942
86,337,5366.884,3407,7672,0.927,1.145,0.874,0.940
87,241,3995.017,3400,4903,0.674,1.762,0.568,0.862
88,316,4653.354,3384,6035,0.869,1.107,0.903,0.935
89,316,5719.022,3434,8380,0.930,1.098,0.911,0.946
90,472,5903.642,3468,7876,0.911,1.163,0.860,0.944
91,354,4719.650,3384,6228,0.903,1.138,0.879,0.934
92,389,4768.134,3411,6163,0.905,1.037,0.964,0.937
93,191,3713.990,3385,4270,0.555,1.163,0.860,0.840
94,375,4849.819,3387,6575,0.845,1.116,0.896,0.931
95,334,4237.491,3383,5453,0.808,1.185,0.844,0.919
96,280,4426.675,3393,5838,0.900,1.116,0.896,0.935
97,437,4416.838,3385,5630,0.804,1.228,0.814,0.903
98,358,6217.849,3400,9113,0.945,1.046,0.956,0.947
99,391,4328.205,3391,5213,0.928,1.091,0.917,0.947
100,273,4835.377,3396,5924,0.919,1.155,0.866,0.953
101,318,5476.374,3405,7928,0.912,1.081,0.925,0.934
102,462,5703.489,3397,8146,0.898,1.054,0.949,0.940
103,400,5739.408,3391,7755,0.902,1.042,0.959,0.933
104,409,5396.873,3386,7081,0.894,1.295,0.772,0.941
105,381,4624.635,3390,6004,0.845,1.204,0.830,0.928
106,360,4855.756,3390,6383,0.832,1.119,0.894,0.923
107,244,4487.545,3385,6289,0.840,1.665,0.601,0.912
108,387,5159.537,3392,7561,0.900,1.096,0.913,0.937
109,318,4515.075,3401,6313,0.912,1.152,0.868,0.933
110,410,4720.441,3383,6451,0.817,1.219,0.820,0.914
111,357,4218.711,3383,5669,0.770,1.091,0.916,0.904
112,237,4052.046,3385,4949,0.731,1.275,0.784,0.896
113,253,4620.447,3402,5773,0.928,1.200,0.833,0.944
114,260,4153.935,3391,4926,0.808,1.232,0.812,0.915
115,403,4659.238,3396,5942,0.900,1.249,0.801,0.939
116,337,5898.131,3404,8543,0.927,1.261,0.793,0.945
117,376,5185.585,3389,6654,0.928,1.020,0.980,0.954
118,268,4493.601,3383,5859,0.653,2.179,0.459,0.887
119,429,4359.056,3382,6062,0.923,1.084,0.922,0.946
120,329,4857.495,3392,6494,0.927,1.041,0.961,0.945
121,365,5678.066,3382,7516,0.938,1.124,0.890,0.955
122,460,4583.109,3394,6225,0.934,1.091,0.916,0.948
123,240,4373.875,3401,5629,0.801,1.699,0.589,0.920
124,476,7507.431,3393,11092,0.901,1.287,0.777,0.944
125,353,5644.116,3411,7630,0.894,1.154,0.866,0.931
126,259,3874.560,3387,4868,0.751,1.653,0.605,0.909
127,392,4772.969,3383,6351,0.889,1.139,0.878,0.936
128,347,5298.496,3417,7019,0.954,1.138,0.879,0.952
129,348,4637.589,3393,5821,0.888,1.258,0.795,0.933
130,280,4321.100,3415,5848,0.803,1.567,0.638,0.899
131,321,6163.421,3385,9764,0.905,1.212,0.825,0.937
132,181,3996.972,3382,5099,0.736,1.248,0.801,0.883
133,428,5325.811,3396,6997,0.921,1.259,0.794,0.953
134,159,5647.340,3382,9092,0.887,1.345,0.744,0.927
135,220,3751.750,3386,4370,0.717,1.353,0.739,0.880
136,259,4256.131,3382,5369,0.762,1.816,0.551,0.912
137,277,4552.375,3397,6030,0.925,1.303,0.767,0.941
138,378,5326.471,3402,7637,0.914,1.113,0.899,0.944
139,278,4314.986,3386,5427,0.820,1.058,0.945,0.914
140,387,5990.274,3383,9579,0.781,1.290,0.775,0.923
141,276,4536.221,3396,6134,0.904,1.285,0.778,0.936
142,336,6024.920,3386,8521,0.940,1.034,0.967,0.945
143,263,4606.046,3394,5785,0.912,1.176,0.850,0.924
144,274,4051.609,3384,4825,0.800,1.189,0.841,0.915
145,449,4215.341,3382,5361,0.844,1.238,0.808,0.915
146,386,5025.083,3388,6602,0.919,1.218,0.821,0.940
147,429,7138.825,3388,10854,0.884,1.381,0.724,0.940
148,438,4614.041,3389,6428,0.908,1.257,0.796,0.942
149,478,5078.619,3386,6876,0.879,1.211,0.826,0.940
150,319,5597.376,3400,8123,0.925,1.232,0.812,0.933
151,386,4499.360,3399,5721,0.904,1.258,0.795,0.941
152,408,5155.032,3428,6628,0.905,1.105,0.905,0.940
153,321,4952.128,3384,7704,0.898,1.140,0.878,0.943
154,222,3779.149,3387,4477,0.735,1.387,0.721,0.869
155,323,4385.251,3388,5667,0.895,1.067,0.937,0.938
156,299,5128.207,3409,7181,0.896,1.079,0.927,0.937
157,423,4923.678,3447,6154,0.904,1.114,0.897,0.944
158,406,4576.187,3396,6491,0.907,1.106,0.904,0.951
159,278,4213.845,3383,5573,0.812,1.266,0.790,0.919
160,320,5887.100,3383,8536,0.918,1.104,0.906,0.938
161,400,5027.520,3446,6536,0.893,1.249,0.801,0.935
162,491,6061.485,3408,8177,0.892,1.254,0.797,0.941
163,281,4846.964,3384,6320,0.880,1.187,0.842,0.921
164,315,4686.187,3383,6207,0.927,1.155,0.866,0.945
165,370,5580.746,3397,8128,0.916,1.257,0.795,0.940
166,386,5279.070,3411,7286,0.890,1.142,0.876,0.938
167,390,5045.718,3430,6386,0.899,1.110,0.901,0.940
168,404,5412.500,3390,7447,0.905,1.149,0.871,0.935
169,331,4296.952,3393,5566,0.819,1.124,0.889,0.931
170,369,5813.203,3391,8704,0.913,1.260,0.793,0.940
171,271,4453.303,3393,5697,0.915,1.157,0.864,0.928
172,339,4606.457,3400,6521,0.894,1.063,0.940,0.938
173,249,4341.703,3402,5562,0.834,1.234,0.810,0.915
174,376,4448.261,3388,5772,0.770,1.064,0.940,0.907
175,368,4648.429,3389,6365,0.829,1.158,0.864,0.921
176,325,5373.714,3384,6679,0.858,1.310,0.763,0.930
177,259,4541.691,3418,5798,0.874,1.265,0.791,0.923
178,387,4878.429,3384,6861,0.906,1.066,0.938,0.935
179,213,3878.394,3399,4738,0.791,1.072,0.933,0.906
180,319,4470.715,3382,5696,0.862,1.332,0.750,0.926
181,371,5169.585,3386,7175,0.895,1.149,0.870,0.932
182,355,4563.986,3387,5913,0.906,1.211,0.826,0.939
183,409,4762.868,3402,6971,0.627,2.189,0.457,0.836
184,384,5339.622,3387,7235,0.885,1.207,0.828,0.941
185,381,4618.136,3422,5873,0.898,1.273,0.786,0.951
186,422,5015.886,3434,6961,0.857,1.402,0.713,0.934
187,484,5217.428,3383,7142,0.921,1.127,0.887,0.948
188,367,5348.591,3384,7984,0.846,1.354,0.739,0.914
189,356,4730.871,3397,6388,0.908,1.115,0.897,0.942
190,443,4329.230,3396,5657,0.876,1.314,0.761,0.921
191,226,4022.761,3386,4980,0.723,1.208,0.828,0.874
192,398,5594.872,3400,7214,0.923,1.130,0.885,0.950
193,375,5150.485,3401,7272,0.859,1.074,0.931,0.929
194,264,4214.197,3383,5311,0.906,1.129,0.886,0.931
195,307,6672.199,3463,9754,0.927,1.073,0.932,0.946
196,466,4536.509,3407,6110,0.857,1.199,0.834,0.942
197,419,5191.582,3409,7043,0.910,1.130,0.885,0.938
198,361,5161.620,3391,6916,0.906,1.182,0.846,0.941
199,361,5514.374,3388,7598,0.900,1.340,0.746,0.944
200,254,4174.744,3382,4996,0.906,1.266,0.790,0.925
201,288,5432.434,3390,7348,0.943,1.106,0.904,0.944
202,344,4275.983,3410,5473,0.851,1.100,0.909,0.911
203,234,9458.432,3412,16481,0.886,1.104,0.906,0.911
204,330,5487.297,3438,7275,0.917,1.226,0.815,0.935
205,346,4944.543,3386,6814,0.929,1.103,0.907,0.941
206,320,6202.566,3412,8818,0.918,1.185,0.844,0.938
207,485,5109.458,3390,6890,0.899,1.258,0.795,0.940
208,241,4503.913,3399,5329,0.877,1.043,0.959,0.916
209,383,5065.815,3391,6870,0.897,1.266,0.790,0.942
210,334,5809.581,3451,7368,0.903,1.436,0.697,0.945
211,446,5480.341,3401,7472,0.881,1.469,0.681,0.929
212,252,4310.810,3387,5471,0.835,1.222,0.819,0.925
213,375,4300.016,3397,5662,0.746,1.124,0.890,0.912
214,410,5118.837,3389,6896,0.930,1.114,0.898,0.948
215,349,9647.390,3426,15047,0.905,1.252,0.799,0.945
216,322,4881.901,3385,7174,0.914,1.072,0.933,0.943
217,395,5635.970,3385,7810,0.931,1.121,0.892,0.953
218,364,5077.236,3397,6703,0.929,1.180,0.848,0.947
219,295,4209.932,3384,5342,0.840,1.045,0.957,0.905
220,347,4716.291,3398,6384,0.831,1.332,0.751,0.925
221,241,3926.145,3382,4755,0.846,1.087,0.920,0.901
222,265,4424.385,3383,5685,0.938,1.191,0.839,0.935
223,296,4941.753,3394,6817,0.927,1.160,0.862,0.943
224,324,6130.015,3410,9213,0.913,1.242,0.805,0.940
225,437,4666.167,3410,6515,0.920,1.215,0.823,0.944
226,263,3886.669,3383,4538,0.696,1.486,0.673,0.854
227,253,4770.300,3418,5794,0.921,1.179,0.848,0.932
228,338,4596.426,3395,5851,0.892,1.260,0.794,0.936
229,242,4118.868,3382,5026,0.849,1.165,0.858,0.908
230,428,5179.119,3409,7014,0.901,1.111,0.900,0.937
231,240,3883.558,3382,4746,0.555,1.235,0.810,0.854
232,480,9086.115,3389,13735,0.927,1.077,0.929,0.949
233,418,4817.708,3392,6132,0.899,1.145,0.873,0.939
234,211,7288.194,3447,11348,0.940,1.376,0.727,0.946
235,279,4251.265,3390,5468,0.851,1.177,0.849,0.924
236,248,3945.972,3384,5036,0.711,1.307,0.765,0.895
237,287,5055.268,3487,6880,0.908,1.161,0.861,0.936
238,360,5402.794,3449,7121,0.882,1.416,0.706,0.941
239,345,4088.145,3393,5374,0.702,1.204,0.831,0.881
240,388,4283.247,3390,5735,0.903,1.126,0.888,0.928
241,343,4565.050,3383,6009,0.890,1.038,0.963,0.936
242,260,4476.396,3401,5611,0.895,1.112,0.899,0.920
243,272,4370.886,3397,5386,0.908,1.268,0.788,0.932
244,372,5691.460,3389,7474,0.885,1.171,0.854,0.934
245,369,5790.577,3418,7596,0.898,1.171,0.854,0.934
246,393,4225.478,3382,5401,0.835,1.161,0.861,0.927
247,283,4230.360,3395,5067,0.913,1.090,0.917,0.923
248,443,7318.591,3387,13212,0.831,1.547,0.647,0.916
249,242,3921.665,3388,4733,0.615,1.167,0.857,0.867
250,440,4705.023,3386,6084,0.886,1.101,0.908,0.943
251,234,9477.162,3399,17382,0.920,1.140,0.877,0.932
252,380,6207.418,3398,9933,0.884,1.393,0.718,0.937
253,332,4542.130,3389,6102,0.855,1.379,0.725,0.929
254,222,6851.324,3389,11086,0.910,1.186,0.843,0.925
255,441,5184.546,3433,6893,0.869,1.341,0.745,0.948
256,319,5662.743,3428,7506,0.922,1.170,0.855,0.949
257,354,4481.749,3384,5871,0.842,1.209,0.827,0.932
258,281,4298.125,3402,5150,0.893,1.269,0.788,0.945
259,219,9528.539,3470,16141,0.926,1.165,0.858,0.936
260,237,4045.962,3402,4958,0.718,1.552,0.644,0.894
261,245,4060.286,3384,4922,0.790,1.055,0.948,0.893
262,254,4094.591,3383,4911,0.804,1.160,0.862,0.890
263,257,4550.875,3382,5433,0.917,1.060,0.943,0.940
264,253,4498.881,3411,5996,0.861,1.355,0.738,0.922
265,385,4858.332,3408,6305,0.887,1.192,0.839,0.934
266,250,4942.516,3390,6456,0.955,1.345,0.743,0.952
267,269,4291.933,3413,5403,0.874,1.348,0.742,0.918
268,246,3808.146,3387,4613,0.695,1.168,0.856,0.840
269,387,10296.478,3417,22436,0.803,1.385,0.722,0.893
270,270,4392.070,3387,5419,0.901,1.294,0.773,0.931
271,350,4364.869,3385,5593,0.872,1.330,0.752,0.922
272,231,4630.273,3402,6089,0.928,1.182,0.846,0.922
273,428,5404.942,3402,6821,0.901,1.063,0.941,0.945
274,227,9362.674,3401,17706,0.912,1.128,0.886,0.938
275,275,4095.102,3384,4901,0.824,1.303,0.768,0.924
276,481,4513.004,3396,5974,0.843,1.157,0.864,0.936
277,345,4199.116,3386,5247,0.790,1.126,0.888,0.908
278,236,4934.936,3431,6883,0.920,1.053,0.949,0.918
279,470,5012.819,3387,7898,0.590,2.770,0.361,0.872
280,253,4379.344,3399,5631,0.921,1.274,0.785,0.934
281,263,3974.205,3396,5032,0.808,1.329,0.752,0.916
282,281,4882.929,3388,6265,0.857,1.304,0.767,0.926
283,298,4347.527,3404,5466,0.849,1.231,0.813,0.909
284,391,4656.015,3385,6065,0.799,1.136,0.880,0.919
285,329,6438.082,3391,9254,0.927,1.049,0.954,0.947
286,397,5097.564,3382,6932,0.915,1.159,0.863,0.941
287,341,6123.405,3405,8582,0.913,1.048,0.954,0.949
288,225,4602.178,3390,5897,0.896,1.203,0.831,0.916
289,223,5068.045,3385,6367,0.903,1.119,0.893,0.918
290,327,4352.810,3393,5354,0.915,1.124,0.890,0.936
291,282,4238.255,3398,5327,0.797,1.247,0.802,0.900
292,381,4623.942,3397,5906,0.878,1.215,0.823,0.934
293,337,4393.567,3388,5730,0.874,1.228,0.815,0.934
294,233,4550.948,3400,5861,0.831,1.418,0.705,0.917
295,326,3997.546,3385,5104,0.699,1.354,0.738,0.899
296,300,4004.767,3396,5193,0.687,1.424,0.702,0.900
297,298,4231.933,3385,5533,0.877,1.060,0.943,0.911
298,272,5109.346,3384,6887,0.951,1.122,0.892,0.946
299,253,4123.787,3383,5007,0.816,1.328,0.753,0.900
300,356,5028.329,3383,6783,0.917,1.080,0.926,0.934
301,226,4892.805,3403,6464,0.889,1.188,0.842,0.921
302,311,4280.897,3382,5385,0.886,1.289,0.776,0.923
303,327,6376.095,3429,8950,0.945,1.021,0.979,0.952
304,344,6087.270,3389,8275,0.886,1.014,0.986,0.926
305,315,4593.387,3386,6078,0.866,1.299,0.770,0.931
306,440,5251.216,3406,6852,0.941,1.030,0.971,0.951
307,307,3766.049,3387,4629,0.616,1.390,0.719,0.846
308,306,5217.480,3386,6786,0.887,1.310,0.763,0.927
309,319,3866.862,3386,4534,0.659,1.298,0.770,0.894
310,151,10065.854,3395,22084,0.855,1.714,0.583,0.926
311,246,4306.919,3394,5490,0.787,1.071,0.934,0.883
312,248,4507.919,3384,5793,0.921,1.269,0.788,0.934
313,398,5159.962,3415,7022,0.932,1.079,0.927,0.945
314,492,5157.756,3386,8260,0.671,2.017,0.496,0.859
315,279,4630.631,3382,6307,0.907,1.280,0.781,0.935
316,311,5058.122,3388,6442,0.932,1.114,0.898,0.942
317,296,5375.416,3393,7343,0.910,1.151,0.869,0.940
318,263,4372.099,3408,5559,0.857,1.090,0.917,0.908
319,162,9280.537,3420,19261,0.836,1.567,0.638,0.910
320,308,5174.705,3394,7272,0.932,1.212,0.825,0.939
321,359,4847.524,3388,6453,0.925,1.077,0.928,0.946
322,259,4242.579,3384,5717,0.865,1.397,0.716,0.927
323,480,6108.265,3496,8755,0.941,1.154,0.866,0.955
324,310,4505.423,3421,5784,0.905,1.209,0.827,0.935
325,279,5866.362,3416,7954,0.914,1.196,0.836,0.944
326,362,5189.506,3387,6749,0.908,1.379,0.725,0.951
327,458,5278.133,3396,7083,0.916,1.206,0.829,0.950
328,353,5966.116,3411,8409,0.916,1.060,0.944,0.939
329,279,4388.373,3388,5635,0.803,1.378,0.726,0.906
330,318,4941.236,3391,6854,0.906,1.256,0.796,0.931
331,308,5123.292,3406,6978,0.906,1.263,0.792,0.936
332,299,4643.542,3403,6285,0.919,1.215,0.823,0.937
333,314,4484.236,3404,5555,0.907,1.160,0.862,0.936
334,297,5349.613,3440,7462,0.947,1.240,0.806,0.949
335,286,5571.951,3401,7277,0.929,1.118,0.895,0.938
336,292,4053.582,3387,5295,0.679,1.428,0.700,0.889
337,295,4680.217,3385,6261,0.893,1.155,0.866,0.923
338,275,4364.825,3383,5653,0.894,1.079,0.927,0.932
339,369,4808.331,3398,5979,0.864,1.310,0.764,0.934
340,365,5679.504,3420,7546,0.883,1.077,0.928,0.922
341,393,6567.720,3393,10036,0.906,1.204,0.830,0.946
342,264,4403.848,3382,5713,0.891,1.146,0.873,0.923
343,357,5009.737,3417,6731,0.896,1.117,0.895,0.942
344,321,4480.417,3399,5984,0.928,1.226,0.816,0.947
345,295,4589.041,3402,6218,0.907,1.063,0.941,0.942
346,455,4539.765,3400,6302,0.804,1.696,0.589,0.930
347,273,4215.432,3382,5403,0.803,1.287,0.777,0.921
348,294,4682.102,3405,6435,0.928,1.147,0.872,0.942
349,297,4780.532,3435,6171,0.890,1.224,0.817,0.930
350,292,4633.031,3402,6087,0.914,1.138,0.879,0.936
351,270,5410.822,3396,7598,0.901,1.207,0.829,0.942
352,323,4808.344,3391,6262,0.943,1.271,0.787,0.950
353,309,4316.871,3384,5882,0.902,1.077,0.929,0.921
354,256,5771.324,3391,7658,0.895,1.152,0.868,0.923
355,283,5150.774,3497,6379,0.952,1.160,0.862,0.954
356,295,5298.349,3462,6960,0.910,1.075,0.930,0.931
357,403,5015.891,3403,6869,0.886,1.277,0.783,0.949
358,323,4928.557,3396,6300,0.882,1.100,0.909,0.934
359,265,4400.042,3382,5420,0.878,1.393,0.718,0.930
360,320,5010.178,3382,6504,0.895,1.228,0.814,0.928
361,318,4081.041,3393,4985,0.875,1.056,0.947,0.926
362,203,7492.409,3407,11622,0.896,1.294,0.773,0.919
363,289,4565.000,3386,6683,0.866,1.024,0.977,0.917
364,298,10237.765,3394,20754,0.781,1.827,0.547,0.896
365,361,12051.657,3388,31172,0.724,1.553,0.644,0.876
366,309,6390.871,3429,8771,0.943,1.070,0.935,0.939
367,292,6732.082,3477,9203,0.921,1.128,0.887,0.943
368,416,4797.399,3409,6635,0.901,1.266,0.790,0.947
369,435,6045.064,3385,8847,0.922,1.130,0.885,0.950
370,282,5342.004,3460,6876,0.941,1.170,0.855,0.945
371,460,4889.524,3382,6180,0.876,1.344,0.744,0.935
372,309,3987.631,3401,5155,0.656,1.237,0.808,0.901
373,205,3750.824,3385,4518,0.501,1.621,0.617,0.755
374,298,5074.718,3408,6575,0.926,1.211,0.826,0.940
375,299,4328.097,3388,5297,0.912,1.152,0.868,0.936
376,280,4460.236,3385,5627,0.886,1.203,0.832,0.933
377,279,5413.989,3424,6975,0.949,1.131,0.885,0.946
378,281,4824.534,3384,6493,0.873,1.418,0.705,0.934
379,260,4446.577,3394,5384,0.909,1.294,0.773,0.934
380,274,4378.358,3383,5549,0.897,1.224,0.817,0.932
381,244,4956.361,3438,6472,0.940,1.169,0.855,0.946
382,317,4713.066,3408,6107,0.894,1.197,0.836,0.936
383,355,4673.273,3386,6010,0.899,1.217,0.822,0.937
384,303,3914.122,3388,4730,0.645,1.197,0.835,0.858
385,288,4791.872,3408,6309,0.895,1.202,0.832,0.935
386,327,4976.150,3385,6740,0.938,1.276,0.784,0.953
387,386,4477.303,3383,6108,0.796,1.636,0.611,0.916
388,285,4853.884,3395,6271,0.892,1.182,0.846,0.933
389,389,5174.272,3441,6515,0.911,1.102,0.908,0.938
390,362,4346.624,3399,5880,0.753,1.503,0.665,0.895
391,475,6440.048,3400,10291,0.879,1.131,0.884,0.939
392,293,4637.249,3385,5628,0.901,1.187,0.843,0.944
393,290,4786.576,3413,5910,0.925,1.123,0.890,0.935
394,340,4347.135,3398,5813,0.750,1.576,0.634,0.902
395,278,4218.165,3397,5153,0.870,1.266,0.790,0.919
396,304,4354.589,3392,5595,0.881,1.008,0.992,0.923
397,358,4979.642,3407,6375,0.907,1.229,0.813,0.937
398,334,4822.335,3399,6296,0.919,1.129,0.886,0.932
399,469,4393.736,3410,5991,0.857,1.349,0.741,0.937
400,280,4065.982,3387,5255,0.797,1.172,0.853,0.905
401,322,4834.714,3433,6390,0.908,1.069,0.935,0.936
402,369,4773.184,3398,6493,0.898,1.268,0.789,0.937
403,266,3832.248,3384,4443,0.574,1.101,0.908,0.865
404,285,4147.025,3392,5160,0.786,1.345,0.743,0.909
405,276,7249.598,3382,11011,0.939,1.156,0.865,0.937
406,298,4590.248,3392,6205,0.909,1.445,0.692,0.940
407,284,4035.901,3396,5126,0.770,1.269,0.788,0.899
408,305,4198.262,3382,4991,0.875,1.100,0.909,0.941
409,298,4920.648,3389,6602,0.923,1.217,0.821,0.949
410,403,4912.578,3404,6573,0.929,1.225,0.816,0.948
411,249,4773.699,3401,5956,0.906,1.255,0.797,0.924
412,275,3892.556,3390,4884,0.826,1.151,0.869,0.893
413,332,5282.774,3383,7550,0.952,1.097,0.912,0.950
414,364,5541.824,3415,7262,0.944,1.146,0.873,0.953
415,264,4123.947,3392,5455,0.765,1.280,0.782,0.864
416,281,4451.915,3405,5819,0.844,1.109,0.902,0.909
417,260,3902.150,3383,4952,0.681,1.633,0.612,0.858
418,294,4850.235,3419,6412,0.904,1.339,0.747,0.939
419,275,7208.229,3388,10281,0.918,1.144,0.874,0.931
420,164,8775.256,3396,15718,0.854,1.540,0.649,0.921
421,310,3879.684,3382,4524,0.750,1.205,0.830,0.892
